"5100102";"ACORIZAL";"";"MT"
"5100201";"AGUA BOA";"";"MT"
"5100250";"ALTA FLORESTA";"";"MT"
"5100300";"ALTO ARAGUAIA";"";"MT"
"5100359";"ALTO BOA VISTA";"";"MT"
"5100409";"ALTO GARCAS";"";"MT"
"5100508";"ALTO PARAGUAI";"";"MT"
"5100607";"ALTO TAQUARI";"";"MT"
"5100805";"APIACAS";"";"MT"
"5101001";"ARAGUAIANA";"";"MT"
"5101209";"ARAGUAINHA";"";"MT"
"5101258";"ARAPUTANGA";"";"MT"
"5101308";"ARENAPOLIS";"";"MT"
"5101407";"ARIPUANA";"";"MT"
"5101605";"BARAO DE MELGACO";"";"MT"
"5101704";"BARRA DO BUGRES";"";"MT"
"5101803";"BARRA DO GARCAS";"";"MT"
"5101852";"BOM JESUS DO ARAGUAIA";"";"MT"
"5101902";"BRASNORTE";"";"MT"
"5102504";"CACERES";"";"MT"
"5102603";"CAMPINAPOLIS";"";"MT"
"5102637";"CAMPO NOVO DO PARECIS";"";"MT"
"5102678";"CAMPO VERDE";"";"MT"
"5102686";"CAMPOS DE JULIO";"";"MT"
"5102694";"CANABRAVA DO NORTE";"";"MT"
"5102702";"CANARANA";"";"MT"
"5102793";"CARLINDA";"";"MT"
"5102850";"CASTANHEIRA";"";"MT"
"5103007";"CHAPADA DOS GUIMARAES";"";"MT"
"5103056";"CLAUDIA";"";"MT"
"5103106";"COCALINHO";"";"MT"
"5103205";"COLIDER";"";"MT"
"5103254";"COLNIZA";"";"MT"
"5103304";"COMODORO";"";"MT"
"5103353";"CONFRESA";"";"MT"
"5103361";"CONQUISTA D'OESTE";"";"MT"
"5103379";"COTRIGUACU";"";"MT"
"5103403";"CUIABA";"";"MT"
"5103437";"CUVERLANDIA";"";"MT"
"5103452";"DENISE";"";"MT"
"5103502";"DIAMANTINO";"";"MT"
"5103601";"DOM AQUINO";"";"MT"
"5103700";"FELIZ NATAL";"";"MT"
"5103809";"FIGUEIROPOLIS D'OESTE";"";"MT"
"5103858";"GAUCHA DO NORTE";"";"MT"
"5103908";"GENERAL CARNEIRO";"";"MT"
"5103957";"GLORIA D'OESTE";"";"MT"
"5104104";"GUARANTA DO NORTE";"";"MT"
"5104203";"GUIRATINGA";"";"MT"
"5104500";"INDIAVAI";"";"MT"
"5104526";"IPIRANGA DO NORTE";"";"MT"
"5104542";"ITANHANGA";"";"MT"
"5104559";"ITAUBA";"";"MT"
"5104609";"ITIQUIRA";"";"MT"
"5104807";"JACIARA";"";"MT"
"5104906";"JANGADA";"";"MT"
"5105002";"JAURU";"";"MT"
"5105101";"JUARA";"";"MT"
"5105150";"JUINA";"";"MT"
"5105176";"JURUENA";"";"MT"
"5105200";"JUSCIMEIRA";"";"MT"
"5105234";"LAMBARI D'OESTE";"";"MT"
"5105259";"LUCAS DO RIO VERDE";"";"MT"
"5105309";"LUCIARA";"";"MT"
"5105507";"VILA BELA DA SANTISSIMA TRINDADE";"";"MT"
"5105580";"MARCELANDIA";"";"MT"
"5105606";"MATUPA";"";"MT"
"5105622";"MIRASSOL D'OESTE";"";"MT"
"5105903";"NOBRES";"";"MT"
"5106000";"NORTELANDIA";"";"MT"
"5106109";"NOSSA SENHORA DO LIVRAMENTO";"";"MT"
"5106158";"NOVA BANDEIRANTES";"";"MT"
"5106174";"NOVA NAZARE";"";"MT"
"5106182";"NOVA LACERDA";"";"MT"
"5106190";"NOVA SANTA HELENA";"";"MT"
"5106208";"NOVA BRASILANDIA";"";"MT"
"5106216";"NOVA CANAA DO NORTE";"";"MT"
"5106224";"NOVA MUTUM";"";"MT"
"5106232";"NOVA OLIMPIA";"";"MT"
"5106240";"NOVA UBIRATA";"";"MT"
"5106257";"NOVA XAVANTINA";"";"MT"
"5106265";"NOVO MUNDO";"";"MT"
"5106273";"NOVO HORIZONTE DO NORTE";"";"MT"
"5106281";"NOVO SAO JOAQUIM";"";"MT"
"5106299";"PARANAITA";"";"MT"
"5106307";"PARANATINGA";"";"MT"
"5106315";"NOVO SANTO ANTONIO";"";"MT"
"5106372";"PEDRA PRETA";"";"MT"
"5106422";"PEIXOTO DE AZEVEDO";"";"MT"
"5106455";"PLANALTO DA SERRA";"";"MT"
"5106505";"POCONE";"";"MT"
"5106653";"PONTAL DO ARAGUAIA";"";"MT"
"5106703";"PONTE BRANCA";"";"MT"
"5106752";"PONTES E LACERDA";"";"MT"
"5106778";"PORTO ALEGRE DO NORTE";"";"MT"
"5106802";"PORTO DOS GAUCHOS";"";"MT"
"5106828";"PORTO ESPERIDIAO";"";"MT"
"5106851";"PORTO ESTRELA";"";"MT"
"5107008";"POXOREO";"";"MT"
"5107040";"PRIMAVERA DO LESTE";"";"MT"
"5107065";"QUERENCIA";"";"MT"
"5107107";"SAO JOSE DOS QUATRO MARCOS";"";"MT"
"5107156";"RESERVA DO CABACAL";"";"MT"
"5107180";"RIBEIRAO CASCALHEIRA";"";"MT"
"5107198";"RIBEIRAOZINHO";"";"MT"
"5107206";"RIO BRANCO";"";"MT"
"5107248";"SANTA CARMEM";"";"MT"
"5107263";"SANTO AFONSO";"";"MT"
"5107297";"SAO JOSE DO POVO";"";"MT"
"5107305";"SAO JOSE DO RIO CLARO";"";"MT"
"5107354";"SAO JOSE DO XINGU";"";"MT"
"5107404";"SAO PEDRO DA CIPA";"";"MT"
"5107578";"RONDOLANDIA";"";"MT"
"5107602";"RONDONOPOLIS";"";"MT"
"5107701";"ROSARIO OESTE";"";"MT"
"5107743";"SANTA CRUZ DO XINGU";"";"MT"
"5107750";"SALTO DO CEU";"";"MT"
"5107768";"SANTA RITA DO TRIVELATO";"";"MT"
"5107776";"SANTA TEREZINHA";"";"MT"
"5107792";"SANTO ANTONIO DO LESTE";"";"MT"
"5107800";"SANTO ANTONIO DO LEVERGER";"";"MT"
"5107859";"SAO FELIX DO ARAGUAIA";"";"MT"
"1100015";"ALTA FLORESTA D'OESTE";"";"RO"
"1100023";"ARIQUEMES";"";"RO"
"1100031";"CABIXI";"";"RO"
"1100049";"CACOAL";"";"RO"
"1100056";"CEREJEIRAS";"";"RO"
"1100064";"COLORADO DO OESTE";"";"RO"
"1100072";"CORUMBIARA";"";"RO"
"1100080";"COSTA MARQUES";"";"RO"
"1100098";"ESPIGAO D'OESTE";"";"RO"
"1100106";"GUAJARA-MIRIM";"";"RO"
"1100114";"JARU";"";"RO"
"1100122";"JI-PARANA";"";"RO"
"1100130";"MACHADINHO D'OESTE";"";"RO"
"1100148";"NOVA BRASILANDIA D'OESTE";"";"RO"
"1100155";"OURO PRETO DO OESTE";"";"RO"
"1100189";"PIMENTA BUENO";"";"RO"
"1100205";"PORTO VELHO";"";"RO"
"1100254";"PRESIDENTE MEDICI";"";"RO"
"1100262";"RIO CRESPO";"";"RO"
"1100288";"ROLIM DE MOURA";"";"RO"
"1100296";"SANTA LUZIA D'OESTE";"";"RO"
"1100304";"VILHENA";"";"RO"
"1100320";"SAO MIGUEL DO GUAPORE";"";"RO"
"1100338";"NOVA MAMORE";"";"RO"
"1100346";"ALVORADA D'OESTE";"";"RO"
"1100379";"ALTO ALEGRE DOS PARECIS";"";"RO"
"1100403";"ALTO PARAISO";"";"RO"
"1100452";"BURITIS";"";"RO"
"1100502";"NOVO HORIZONTE DO OESTE";"";"RO"
"1100601";"CACAULANDIA";"";"RO"
"1100700";"CAMPO NOVO DE RONDONIA";"";"RO"
"1100809";"CANDEIAS DO JAMARI";"";"RO"
"1100908";"CASTANHEIRAS";"";"RO"
"1100924";"CHUPINGUAIA";"";"RO"
"1100940";"CUJUBIM";"";"RO"
"1101005";"GOVERNADOR JORGE TEIXEIRA";"";"RO"
"1101104";"ITAPUA DO OESTE";"";"RO"
"1101203";"MINISTRO ANDREAZZA";"";"RO"
"1101302";"MIRANTE DA SERRA";"";"RO"
"1101401";"MONTE NEGRO";"";"RO"
"1101435";"NOVA UNIAO";"";"RO"
"1101450";"PARECIS";"";"RO"
"1101468";"PIMENTEIRAS DO OESTE";"";"RO"
"1101476";"PRIMAVERA DE RONDONIA";"";"RO"
"1101484";"SAO FELIPE D OESTE";"";"RO"
"1101492";"SAO FRANCISCO DO GUAPORE";"";"RO"
"1101500";"SERINGUEIRAS";"";"RO"
"1101559";"TEIXEIROPOLIS";"";"RO"
"1101609";"THEOBROMA";"";"RO"
"1101708";"URUPA";"";"RO"
"1101757";"VALE DO ANARI";"";"RO"
"1101807";"VALE DO PARAISO";"";"RO"
"1200013";"ACRELANDIA";"";"AC"
"1200054";"ASSIS BRASIL";"";"AC"
"1200104";"BRASILEIA";"";"AC"
"1200138";"BUJARI";"";"AC"
"1200179";"CAPIXABA";"";"AC"
"1200203";"CRUZEIRO DO SUL";"";"AC"
"1200252";"EPITACIOLANDIA";"";"AC"
"1200302";"FEIJO";"";"AC"
"1200328";"JORDAO";"";"AC"
"1200336";"MANCIO LIMA";"";"AC"
"1200344";"MANOEL URBANO";"";"AC"
"1200351";"MARECHAL THAUMATURGO";"";"AC"
"1200385";"PLACIDO DE CASTRO";"";"AC"
"1200393";"PORTO WALTER";"";"AC"
"1200401";"RIO BRANCO";"";"AC"
"1200427";"RODRIGUES ALVES";"";"AC"
"1200435";"SANTA ROSA DO PURUS";"";"AC"
"1200450";"SENADOR GUIOMARD";"";"AC"
"1200500";"SENA MADUREIRA";"";"AC"
"1200609";"TARAUACA";"";"AC"
"1200708";"XAPURI";"";"AC"
"2100055";"ACAILANDIA";"";"MA"
"2100105";"AFONSO CUNHA";"";"MA"
"2100154";"AGUA DOCE DO MARANHAO";"";"MA"
"2100204";"ALCANTARA";"";"MA"
"2100303";"ALDEIAS ALTAS";"";"MA"
"2100402";"ALTAMIRA DO MARANHAO";"";"MA"
"2100436";"ALTO ALEGRE DO MARANHAO";"";"MA"
"2100477";"ALTO ALEGRE DO PINDARE";"";"MA"
"2100501";"ALTO PARNAIBA";"";"MA"
"2100550";"AMAPA DO MARANHAO";"";"MA"
"2100600";"AMARANTE DO MARANHAO";"";"MA"
"2100709";"ANAJATUBA";"";"MA"
"2100808";"ANAPURUS";"";"MA"
"2100832";"APICUM-ACU";"";"MA"
"2100873";"ARAGUANA";"";"MA"
"2100907";"ARAIOSES";"";"MA"
"2100956";"ARAME";"";"MA"
"2101004";"ARARI";"";"MA"
"2101103";"AXIXA";"";"MA"
"2101202";"BACABAL";"";"MA"
"2101251";"BACABEIRA";"";"MA"
"2101301";"BACURI";"";"MA"
"2101350";"BACURITUBA";"";"MA"
"2101400";"BALSAS";"";"MA"
"2101509";"BARAO DE GRAJAU";"";"MA"
"2101608";"BARRA DO CORDA";"";"MA"
"2101707";"BARREIRINHAS";"";"MA"
"2101731";"BELAGUA";"";"MA"
"2101772";"BELA VISTA DO MARANHAO";"";"MA"
"2101806";"BENEDITO LEITE";"";"MA"
"2101905";"BEQUIMAO";"";"MA"
"2101939";"BERNARDO DO MEARIM";"";"MA"
"2101970";"BOA VISTA DO GURUPI";"";"MA"
"2102002";"BOM JARDIM";"";"MA"
"2102036";"BOM JESUS DAS SELVAS";"";"MA"
"2102077";"BOM LUGAR";"";"MA"
"2102101";"BREJO";"";"MA"
"2102150";"BREJO DE AREIA";"";"MA"
"2102200";"BURITI";"";"MA"
"2102309";"BURITI BRAVO";"";"MA"
"2102325";"BURITICUPU";"";"MA"
"2102358";"BURITIRANA";"";"MA"
"2102374";"CACHOEIRA GRANDE";"";"MA"
"2102408";"CAJAPIO";"";"MA"
"2102507";"CAJARI";"";"MA"
"2102556";"CAMPESTRE DO MARANHAO";"";"MA"
"2102606";"CANDIDO MENDES";"";"MA"
"2102705";"CANTANHEDE";"";"MA"
"2102754";"CAPINZAL DO NORTE";"";"MA"
"2102804";"CAROLINA";"";"MA"
"2102903";"CARUTAPERA";"";"MA"
"2200053";"ACAUA";"";"PI"
"2200103";"AGRICOLANDIA";"";"PI"
"2200202";"AGUA BRANCA";"";"PI"
"2200251";"ALAGOINHA DO PIAUI";"";"PI"
"2200277";"ALEGRETE DO PIAUI";"";"PI"
"2200301";"ALTO LONGA";"";"PI"
"2200400";"ALTOS";"";"PI"
"2200459";"ALVORADA DO GURGUEIA";"";"PI"
"2200509";"AMARANTE";"";"PI"
"2200608";"ANGICAL DO PIAUI";"";"PI"
"2200707";"ANISIO DE ABREU";"";"PI"
"2200806";"ANTONIO ALMEIDA";"";"PI"
"2200905";"AROAZES";"";"PI"
"2200954";"AROEIRA DO ITAIM";"";"PI"
"2201002";"ARRAIAL";"";"PI"
"2201051";"ASSUNCAO DO PIAUI";"";"PI"
"2201101";"AVELINO LOPES";"";"PI"
"2201150";"BAIXA GRANDE DO RIBEIRO";"";"PI"
"2201176";"BARRA D ALCANTARA";"";"PI"
"2201200";"BARRAS";"";"PI"
"2201309";"BARREIRAS DO PIAUI";"";"PI"
"2201408";"BARRO DURO";"";"PI"
"2201507";"BATALHA";"";"PI"
"2201556";"BELA VISTA DO PIAUI";"";"PI"
"2201572";"BELEM DO PIAUI";"";"PI"
"2201606";"BENEDITINOS";"";"PI"
"2201705";"BERTOLINIA";"";"PI"
"2201739";"BETANIA DO PIAUI";"";"PI"
"2201770";"BOA HORA";"";"PI"
"2201804";"BOCAINA";"";"PI"
"2201903";"BOM JESUS";"";"PI"
"2201919";"BOM PRINCIPIO DO PIAUI";"";"PI"
"2201929";"BONFIM DO PIAUI";"";"PI"
"2201945";"BOQUEIRAO DO PIAUI";"";"PI"
"2201960";"BRASILEIRA";"";"PI"
"2201988";"BREJO DO PIAUI";"";"PI"
"2202000";"BURITI DOS LOPES";"";"PI"
"2202026";"BURITI DOS MONTES";"";"PI"
"2202059";"CABECEIRAS DO PIAUI";"";"PI"
"2202075";"CAJAZEIRAS DO PIAUI";"";"PI"
"2202083";"CAJUEIRO DA PRAIA";"";"PI"
"2202091";"CALDEIRAO GRANDE DO PIAUI";"";"PI"
"2202109";"CAMPINAS DO PIAUI";"";"PI"
"2202117";"CAMPO ALEGRE DO FIDALGO";"";"PI"
"2202133";"CAMPO GRANDE DO PIAUI";"";"PI"
"2202174";"CAMPO LARGO DO PIAUI";"";"PI"
"2202208";"CAMPO MAIOR";"";"PI"
"2202251";"CANAVIEIRA";"";"PI"
"2202307";"CANTO DO BURITI";"";"PI"
"2202406";"CAPITAO DE CAMPOS";"";"PI"
"2202455";"CAPITAO GERVASIO OLIVEIRA";"";"PI"
"2202505";"CARACOL";"";"PI"
"2202539";"CARAUBAS DO PIAUI";"";"PI"
"2202554";"CARIDADE DO PIAUI";"";"PI"
"2202604";"CASTELO DO PIAUI";"";"PI"
"2202653";"CAXINGO";"";"PI"
"2202703";"COCAL";"";"PI"
"2202711";"COCAL DE TELHA";"";"PI"
"2202729";"COCAL DOS ALVES";"";"PI"
"2202737";"COIVARAS";"";"PI"
"2202752";"COLONIA DO GURGUEIA";"";"PI"
"2202778";"COLONIA DO PIAUI";"";"PI"
"2202802";"CONCEICAO DO CANINDE";"";"PI"
"2202851";"CORONEL JOSE DIAS";"";"PI"
"2202901";"CORRENTE";"";"PI"
"2203008";"CRISTALANDIA DO PIAUI";"";"PI"
"2203107";"CRISTINO CASTRO";"";"PI"
"2203206";"CURIMATA";"";"PI"
"2203230";"CURRAIS";"";"PI"
"2203255";"CURRALINHOS";"";"PI"
"2203271";"CURRAL NOVO DO PIAUI";"";"PI"
"2203305";"DEMERVAL LOBAO";"";"PI"
"2203354";"DIRCEU ARCOVERDE";"";"PI"
"2203404";"DOM EXPEDITO LOPES";"";"PI"
"2203420";"DOMINGOS MOURAO";"";"PI"
"2203453";"DOM INOCENCIO";"";"PI"
"2203503";"ELESBAO VELOSO";"";"PI"
"2203602";"ELISEU MARTINS";"";"PI"
"2203701";"ESPERANTINA";"";"PI"
"2203750";"FARTURA DO PIAUI";"";"PI"
"2203800";"FLORES DO PIAUI";"";"PI"
"2203859";"FLORESTA DO PIAUI";"";"PI"
"2203909";"FLORIANO";"";"PI"
"2204006";"FRANCINOPOLIS";"";"PI"
"2204105";"FRANCISCO AYRES";"";"PI"
"2204154";"FRANCISCO MACEDO";"";"PI"
"2204204";"FRANCISCO SANTOS";"";"PI"
"2204303";"FRONTEIRAS";"";"PI"
"2204352";"GEMINIANO";"";"PI"
"2204402";"GILBUES";"";"PI"
"2204501";"GUADALUPE";"";"PI"
"2204550";"GUARIBAS";"";"PI"
"2204600";"HUGO NAPOLEAO";"";"PI"
"2204659";"ILHA GRANDE";"";"PI"
"2204709";"INHUMA";"";"PI"
"2204808";"IPIRANGA DO PIAUI";"";"PI"
"2204907";"ISAIAS COELHO";"";"PI"
"2205003";"ITAINOPOLIS";"";"PI"
"2205102";"ITAUEIRA";"";"PI"
"2205151";"JACOBINA DO PIAUI";"";"PI"
"2205201";"JAICOS";"";"PI"
"2205250";"JARDIM DO MULATO";"";"PI"
"2205276";"JATOBA DO PIAUI";"";"PI"
"2205300";"JERUMENHA";"";"PI"
"2205359";"JOAO COSTA";"";"PI"
"2205409";"JOAQUIM PIRES";"";"PI"
"2205458";"JOCA MARQUES";"";"PI"
"2205508";"JOSE DE FREITAS";"";"PI"
"2205516";"JUAZEIRO DO PIAUI";"";"PI"
"2205524";"JULIO BORGES";"";"PI"
"2205532";"JUREMA";"";"PI"
"4100103";"ABATIA";"";"PR"
"4100202";"ADRIANOPOLIS";"";"PR"
"4100301";"AGUDOS DO SUL";"";"PR"
"4100400";"ALMIRANTE TAMANDARE";"";"PR"
"4100459";"ALTAMIRA DO PARANA";"";"PR"
"4100509";"ALTONIA";"";"PR"
"4100608";"ALTO PARANA";"";"PR"
"4100707";"ALTO PIQUIRI";"";"PR"
"4100806";"ALVORADA DO SUL";"";"PR"
"4100905";"AMAPORA";"";"PR"
"4101002";"AMPERE";"";"PR"
"4101051";"ANAHY";"";"PR"
"4101101";"ANDIRA";"";"PR"
"4101150";"ANGULO";"";"PR"
"4101200";"ANTONINA";"";"PR"
"4101309";"ANTONIO OLINTO";"";"PR"
"4101408";"APUCARANA";"";"PR"
"4101507";"ARAPONGAS";"";"PR"
"4101606";"ARAPOTI";"";"PR"
"4101655";"ARAPUA";"";"PR"
"4101705";"ARARUNA";"";"PR"
"4101804";"ARAUCARIA";"";"PR"
"4101853";"ARIRANHA DO IVAI";"";"PR"
"4101903";"ASSAI";"";"PR"
"4102000";"ASSIS CHATEAUBRIAND";"";"PR"
"4102109";"ASTORGA";"";"PR"
"4102208";"ATALAIA";"";"PR"
"4102307";"BALSA NOVA";"";"PR"
"4102406";"BANDEIRANTES";"";"PR"
"4102505";"BARBOSA FERRAZ";"";"PR"
"4102604";"BARRACAO";"";"PR"
"4102703";"BARRA DO JACARE";"";"PR"
"4102752";"BELA VISTA DO CAROBA";"";"PR"
"4102802";"BELA VISTA DO PARAISO";"";"PR"
"4102901";"BITURUNA";"";"PR"
"4103008";"BOA ESPERANCA";"";"PR"
"4103024";"BOA ESPERANCA DO IGUACU";"";"PR"
"4103040";"BOA VENTURA DE SAO ROQUE";"";"PR"
"4103057";"BOA VISTA DA APARECIDA";"";"PR"
"4103107";"BOCAIUVA DO SUL";"";"PR"
"4103156";"BOM JESUS DO SUL";"";"PR"
"4103206";"BOM SUCESSO";"";"PR"
"4103222";"BOM SUCESSO DO SUL";"";"PR"
"4103305";"BORRAZOPOLIS";"";"PR"
"4103354";"BRAGANEY";"";"PR"
"4103370";"BRASILANDIA DO SUL";"";"PR"
"4103404";"CAFEARA";"";"PR"
"4103453";"CAFELANDIA";"";"PR"
"4103479";"CAFEZAL DO SUL";"";"PR"
"4103503";"CALIFORNIA";"";"PR"
"4103602";"CAMBARA";"";"PR"
"4103701";"CAMBE";"";"PR"
"4103800";"CAMBIRA";"";"PR"
"4103909";"CAMPINA DA LAGOA";"";"PR"
"4103958";"CAMPINA DO SIMAO";"";"PR"
"4104006";"CAMPINA GRANDE DO SUL";"";"PR"
"4104055";"CAMPO BONITO";"";"PR"
"4104105";"CAMPO DO TENENTE";"";"PR"
"4104204";"CAMPO LARGO";"";"PR"
"4104253";"CAMPO MAGRO";"";"PR"
"4104303";"CAMPO MOURAO";"";"PR"
"4104402";"CANDIDO DE ABREU";"";"PR"
"4104428";"CANDOI";"";"PR"
"4104451";"CANTAGALO";"";"PR"
"4104501";"CAPANEMA";"";"PR"
"4104600";"CAPITAO LEONIDAS MARQUES";"";"PR"
"4104659";"CARAMBEI";"";"PR"
"4104709";"CARLOPOLIS";"";"PR"
"4104808";"CASCAVEL";"";"PR"
"4104907";"CASTRO";"";"PR"
"4105003";"CATANDUVAS";"";"PR"
"4105102";"CENTENARIO DO SUL";"";"PR"
"4105201";"CERRO AZUL";"";"PR"
"4105300";"CEU AZUL";"";"PR"
"4105409";"CHOPINZINHO";"";"PR"
"4105508";"CIANORTE";"";"PR"
"4105607";"CIDADE GAUCHA";"";"PR"
"4105706";"CLEVELANDIA";"";"PR"
"4105805";"COLOMBO";"";"PR"
"4105904";"COLORADO";"";"PR"
"4106001";"CONGONHINHAS";"";"PR"
"4106100";"CONSELHEIRO MAIRINCK";"";"PR"
"4106209";"CONTENDA";"";"PR"
"4106308";"CORBELIA";"";"PR"
"4106407";"CORNELIO PROCOPIO";"";"PR"
"4106456";"CORONEL DOMINGOS SOARES";"";"PR"
"4106506";"CORONEL VIVIDA";"";"PR"
"4106555";"CORUMBATAI DO SUL";"";"PR"
"4106571";"CRUZEIRO DO IGUACU";"";"PR"
"4106605";"CRUZEIRO DO OESTE";"";"PR"
"4106704";"CRUZEIRO DO SUL";"";"PR"
"4106803";"CRUZ MACHADO";"";"PR"
"4106852";"CRUZMALTINA";"";"PR"
"4106902";"CURITIBA";"";"PR"
"4107009";"CURIUVA";"";"PR"
"4107108";"DIAMANTE DO NORTE";"";"PR"
"4107124";"DIAMANTE DO SUL";"";"PR"
"4107157";"DIAMANTE D'OESTE";"";"PR"
"4107207";"DOIS VIZINHOS";"";"PR"
"4107256";"DOURADINA";"";"PR"
"4107306";"DOUTOR CAMARGO";"";"PR"
"4107405";"ENEAS MARQUES";"";"PR"
"4107504";"ENGENHEIRO BELTRAO";"";"PR"
"4107520";"ESPERANCA NOVA";"";"PR"
"4107538";"ENTRE RIOS DO OESTE";"";"PR"
"4107546";"ESPIGAO ALTO DO IGUACU";"";"PR"
"4107553";"FAROL";"";"PR"
"4107603";"FAXINAL";"";"PR"
"4107652";"FAZENDA RIO GRANDE";"";"PR"
"4107702";"FENIX";"";"PR"
"4107736";"FERNANDES PINHEIRO";"";"PR"
"4107751";"FIGUEIRA";"";"PR"
"4107801";"FLORAI";"";"PR"
"4107850";"FLOR DA SERRA DO SUL";"";"PR"
"4107900";"FLORESTA";"";"PR"
"4108007";"FLORESTOPOLIS";"";"PR"
"4108106";"FLORIDA";"";"PR"
"4108205";"FORMOSA DO OESTE";"";"PR"
"4108304";"FOZ DO IGUACU";"";"PR"
"4108320";"FRANCISCO ALVES";"";"PR"
"4108403";"FRANCISCO BELTRAO";"";"PR"
"4108452";"FOZ DO JORDAO";"";"PR"
"4108502";"GENERAL CARNEIRO";"";"PR"
"4108551";"GODOY MOREIRA";"";"PR"
"4108601";"GOIO-ERE";"";"PR"
"4108650";"GOIOXIM";"";"PR"
"4108700";"GRANDES RIOS";"";"PR"
"4108809";"GUAIRA";"";"PR"
"4108908";"GUAIRACA";"";"PR"
"4108957";"GUAMIRANGA";"";"PR"
"4109005";"GUAPIRAMA";"";"PR"
"4109104";"GUAPOREMA";"";"PR"
"4109203";"GUARACI";"";"PR"
"4109302";"GUARANIACU";"";"PR"
"4109401";"GUARAPUAVA";"";"PR"
"4109500";"GUARAQUECABA";"";"PR"
"4109609";"GUARATUBA";"";"PR"
"4109658";"HONORIO SERPA";"";"PR"
"4109708";"IBAITI";"";"PR"
"4109757";"IBEMA";"";"PR"
"4109807";"IBIPORA";"";"PR"
"4109906";"ICARAIMA";"";"PR"
"4110003";"IGUARACU";"";"PR"
"4110052";"IGUATU";"";"PR"
"4110078";"IMBAU";"";"PR"
"4110102";"IMBITUVA";"";"PR"
"4110201";"INACIO MARTINS";"";"PR"
"4110300";"INAJA";"";"PR"
"4110409";"INDIANOPOLIS";"";"PR"
"4110508";"IPIRANGA";"";"PR"
"4110607";"IPORA";"";"PR"
"4110656";"IRACEMA DO OESTE";"";"PR"
"4110706";"IRATI";"";"PR"
"4110805";"IRETAMA";"";"PR"
